βάθος	3
ασπίδας	3
ταν	3
τυφώνα	3
πολυνείκη	3
θάνατο	3
ελπίζω	3
έλεγε	3
δίκαιος	3
πολεμούν	3
νέου	3
ερινύς	3
κληρονομιά	3
αμαρτία	3
ξένων	3
τέτοιαν	3
κίνδυνο	3
πλατωνος	3
σημασίας	3
επίδειξιν	3
ιδία	3
άπαξ	3
εναντίον	3
βέβαιον	3
είδους	3
ιδικόν	3
λέξεων	3
σοφά	3
δύναται	3
εκάθητο	3
αξιόχου	3
αριστερά	3
ηξεύρουν	3
αδελφοί	3
μάχης	3
εξασφαλίζει	3
συνθέτουν	3
δικαστήρια	3
ικανότης	3
πέρυσι	3
στοχάζομαι	3
υιούς	3
επιθυμία	3
διηγηθώ	3
κάθωμαι	3
μαθηταί	3
ερασταί	3
βλέμματά	3
φοράν	3
ειπήτε	3
μάθουν	3
κλεινίου	3
παρακλήσεις	3
εύκολον	3
αποδείξη	3
κάποιαν	3
απάντησε	3
εγνωρίζετε	3
απήντησες	3
εμείναμεν	3
λέγωμεν	3
κατάστασιν	3
ερώτησις	3
μανθάνει	3
ορθώς	3
αποκτά	3
καταγής	3
παιγνίδια	3
ώραν	3
ζήτημα	3
ανόητον	3
έμεινε	3
εξετάσωμεν	3
εύρη	3
κόπον	3
έλειψε	3
χειρότεροι	3
είπη	3
κινδύνους	3
πόλεμον	3
αμαθή	3
διαφορετικά	3
σύμφωνοι	3
ειπούμεν	3
ευτυχή	3
διδάσκη	3
εξής	3
χειρότερα	3
δυνάμεις	3
έλαβε	3
αμαθής	3
πουθενά	3
ενεργούν	3
ηρώτησεν	3
ευχαρίστησιν	3
αποδείξης	3
ήκουσες	3
δώσης	3
απόδειξιν	3
έκαμνε	3
ψεύματα	3
ψευδείς	3
δοξασίας	3
απόδειξέ	3
άλλοτε	3
απόκτησις	3
επιστήμης	3
γην	3
κάμνωμεν	3
ζητούμεν	3
ειπώ	3
διατί	3
πολιτικούς	3
βασιλεύειν	3
δικαιοδοσίαν	3
βοήθειάν	3
κατέχω	3
ανεπιστήμων	3
ηξεύρετε	3
ράπτετε	3
αποκριθώ	3
ιόλαος	3
πατροκλής	3
σωφρονίσκος	3
πέτραν	3
σκύλο	3
σκύλος	3
κρανία	3
σιωπούν	3
μάγειρον	3
πουλήσης	3
πατρώον	3
αθηναίοι	3
πυππάξ	3
πιστεύουν	3
μετέχουν	3
χαλκεύειν	3
σημείωση	2
σύστημα	2
αλλάξει	2
πολυτονικό	2
αρχαίου	2
ορεστεια	2
